test_date,Country,host_ip,num_packets,packet_size,base_losses_str,id_pcap_data,discrimination_losses_str,id_pcap_data
2016-04-22 15:08:14,planetlab-2.ssvl.kth.se,192.16.125.12,5000,1024,2521,8960( 192.16.125.12 ),31,8975( 192.16.125.12 )
2016-04-22 16:08:15,planetlab-2.ssvl.kth.se,192.16.125.12,5000,1024,2537,8976( 192.16.125.12 ),22,8991( 192.16.125.12 )
2016-04-22 17:08:13,planetlab-2.ssvl.kth.se,192.16.125.12,5000,1024,2517,8992( 192.16.125.12 ),27,9007( 192.16.125.12 )
2016-04-22 18:08:16,planetlab-2.ssvl.kth.se,192.16.125.12,5000,1024,2458,9008( 192.16.125.12 ),25,9023( 192.16.125.12 )
2016-04-22 19:08:13,planetlab-2.ssvl.kth.se,192.16.125.12,5000,1024,2571,9024( 192.16.125.12 ),30,9039( 192.16.125.12 )
2016-04-22 20:08:15,planetlab-2.ssvl.kth.se,192.16.125.12,5000,1024,2567,9040( 192.16.125.12 ),35,9055( 192.16.125.12 )
2016-04-22 21:08:14,planetlab-2.ssvl.kth.se,192.16.125.12,5000,1024,2573,9056( 192.16.125.12 ),20,9071( 192.16.125.12 )
2016-04-22 22:08:15,planetlab-2.ssvl.kth.se,192.16.125.12,5000,1024,2534,9072( 192.16.125.12 ),28,9087( 192.16.125.12 )
2016-04-22 23:08:14,planetlab-2.ssvl.kth.se,192.16.125.12,5000,1024,2528,9088( 192.16.125.12 ),21,9103( 192.16.125.12 )
2016-04-20 16:49:16,pl2.sos.info.hiroshima-cu.ac.jp,165.242.90.129,5000,1024,86,7911( 165.242.90.129 ),0,7912( 165.242.90.129 )
2016-04-20 17:49:12,pl2.sos.info.hiroshima-cu.ac.jp,165.242.90.129,5000,1024,87,7971( 165.242.90.129 ),247,7972( 165.242.90.129 )
2016-04-20 18:49:15,pl2.sos.info.hiroshima-cu.ac.jp,165.242.90.129,5000,1024,85,8027( 165.242.90.129 ),0,8028( 165.242.90.129 )
2016-04-20 19:48:49,pl2.sos.info.hiroshima-cu.ac.jp,165.242.90.129,5000,1024,85,8083( 165.242.90.129 ),2511,8084( 165.242.90.129 )
2016-04-20 20:48:49,pl2.sos.info.hiroshima-cu.ac.jp,165.242.90.129,5000,1024,86,8139( 165.242.90.129 ),2504,8140( 165.242.90.129 )
2016-04-20 21:48:49,pl2.sos.info.hiroshima-cu.ac.jp,165.242.90.129,5000,1024,86,8195( 165.242.90.129 ),2488,8196( 165.242.90.129 )
2016-04-20 22:48:44,pl2.sos.info.hiroshima-cu.ac.jp,165.242.90.129,5000,1024,85,8251( 165.242.90.129 ),2396,8252( 165.242.90.129 )
2016-04-20 23:48:48,pl2.sos.info.hiroshima-cu.ac.jp,165.242.90.129,5000,1024,86,8307( 165.242.90.129 ),2425,8308( 165.242.90.129 )
2016-04-21 00:48:49,pl2.sos.info.hiroshima-cu.ac.jp,165.242.90.129,5000,1024,85,8363( 165.242.90.129 ),2439,8364( 165.242.90.129 )
2016-04-21 01:48:49,pl2.sos.info.hiroshima-cu.ac.jp,165.242.90.129,5000,1024,85,8419( 165.242.90.129 ),2460,8420( 165.242.90.129 )
2016-04-21 02:48:48,pl2.sos.info.hiroshima-cu.ac.jp,165.242.90.129,5000,1024,85,8475( 165.242.90.129 ),2429,8476( 165.242.90.129 )
2016-04-21 03:48:51,pl2.sos.info.hiroshima-cu.ac.jp,165.242.90.129,5000,1024,86,8531( 165.242.90.129 ),2425,8532( 165.242.90.129 )
2016-04-21 05:40:08,pl2.sos.info.hiroshima-cu.ac.jp,165.242.90.129,5000,1024,1229,8539( 165.242.90.129 ),1271,8547( 165.242.90.129 )
2016-04-21 07:42:06,pl2.sos.info.hiroshima-cu.ac.jp,165.242.90.129,5000,1024,1293,8553( 165.242.90.129 ),1171,8559( 165.242.90.129 )
2016-04-21 09:26:14,pl2.sos.info.hiroshima-cu.ac.jp,165.242.90.129,5000,1024,1273,8565( 165.242.90.129 ),1258,8571( 165.242.90.129 )
2016-04-21 11:42:06,pl2.sos.info.hiroshima-cu.ac.jp,165.242.90.129,5000,1024,1279,8578( 165.242.90.129 ),1189,8584( 165.242.90.129 )
2016-04-21 13:26:14,pl2.sos.info.hiroshima-cu.ac.jp,165.242.90.129,5000,1024,1339,8590( 165.242.90.129 ),1231,8596( 165.242.90.129 )
2016-04-21 16:12:17,pl2.sos.info.hiroshima-cu.ac.jp,165.242.90.129,5000,1024,1324,8602( 165.242.90.129 ),85,8615( 165.242.90.129 )
2016-04-21 17:12:12,pl2.sos.info.hiroshima-cu.ac.jp,165.242.90.129,5000,1024,2453,8616( 165.242.90.129 ),85,8631( 165.242.90.129 )
2016-04-21 18:12:15,pl2.sos.info.hiroshima-cu.ac.jp,165.242.90.129,5000,1024,2451,8632( 165.242.90.129 ),317,8647( 165.242.90.129 )
