test_date,Country,host_ip,num_packets,packet_size,base_losses_str,id_pcap_data,discrimination_losses_str,id_pcap_data
2016-05-05 08:28:27,planetlab2.cs.ubc.ca,142.103.2.2,5000,1024,22,16378( 142.103.2.2 ),22,16379( 142.103.2.2 )
2016-05-05 09:28:24,planetlab2.cs.ubc.ca,142.103.2.2,5000,1024,602,16394( 142.103.2.2 ),22,16395( 142.103.2.2 )
2016-05-05 10:28:24,planetlab2.cs.ubc.ca,142.103.2.2,5000,1024,362,16410( 142.103.2.2 ),22,16411( 142.103.2.2 )
2016-05-05 11:28:29,planetlab2.cs.ubc.ca,142.103.2.2,5000,1024,22,16426( 142.103.2.2 ),22,16427( 142.103.2.2 )
2016-05-05 12:28:25,planetlab2.cs.ubc.ca,142.103.2.2,5000,1024,452,16442( 142.103.2.2 ),22,16443( 142.103.2.2 )
2016-05-05 13:28:24,planetlab2.cs.ubc.ca,142.103.2.2,5000,1024,158,16458( 142.103.2.2 ),22,16459( 142.103.2.2 )
2016-05-05 14:28:25,planetlab2.cs.ubc.ca,142.103.2.2,5000,1024,38,16474( 142.103.2.2 ),22,16475( 142.103.2.2 )
2016-05-05 15:28:26,planetlab2.cs.ubc.ca,142.103.2.2,5000,1024,44,16490( 142.103.2.2 ),22,16491( 142.103.2.2 )
2016-05-05 16:28:25,planetlab2.cs.ubc.ca,142.103.2.2,5000,1024,566,16506( 142.103.2.2 ),22,16507( 142.103.2.2 )
2016-05-05 17:28:38,planetlab2.cs.ubc.ca,142.103.2.2,5000,1024,22,16522( 142.103.2.2 ),22,16523( 142.103.2.2 )
2016-05-05 18:28:27,planetlab2.cs.ubc.ca,142.103.2.2,5000,1024,22,16538( 142.103.2.2 ),22,16539( 142.103.2.2 )
2016-05-05 19:28:31,planetlab2.cs.ubc.ca,142.103.2.2,5000,1024,22,16554( 142.103.2.2 ),22,16555( 142.103.2.2 )
2016-05-05 20:28:31,planetlab2.cs.ubc.ca,142.103.2.2,5000,1024,22,16570( 142.103.2.2 ),22,16571( 142.103.2.2 )
2016-05-05 21:28:33,planetlab2.cs.ubc.ca,142.103.2.2,5000,1024,22,16586( 142.103.2.2 ),22,16587( 142.103.2.2 )
2016-05-05 22:28:36,planetlab2.cs.ubc.ca,142.103.2.2,5000,1024,22,16602( 142.103.2.2 ),22,16603( 142.103.2.2 )
2016-05-05 23:28:33,planetlab2.cs.ubc.ca,142.103.2.2,5000,1024,22,16618( 142.103.2.2 ),22,16619( 142.103.2.2 )
